accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_046483985.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	JAWOCD01	JAWOCD01 sp046483985	0	97.14	4.8	General	92.99	2.8	149	k__Archaea (UID2)	107	0.0	3476781	85.6078416502351	128	1429597	35.20058168738587	4061288	GB_GCA_046483985.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__JAWOCD01;s__JAWOCD01 sp046483985	not type material	none	f	19	19	162350	162350	129524	1	2997	JAWOCD010000084.1	none	0	none	none	2763	2606	0	84.003	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	31728	31728	f	f	t	78652	78652	Contig	ASM4648398v1	na	PRJNA1026782	SAMN37758122	128	78652	none	2025-01-03	GCA_046483985.1	derived from metagenome	full	BLK3-3.bin.73	none	none	0	0	Promethearchaeia archaeon	none	na	1	none	none	none	none	none	2025-01-03	0	3067280	0	BLK3-3.bin.73	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	3067280	d__Archaea;p__Promethearchaeota;c__Promethearchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;c__Promethearchaeia;x__unclassified Promethearchaeia;s__Promethearchaeia archaeon	0	4061288	11	44	na	4061288	0	JAWOCD000000000.1	3849	128	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	44	1
GB_GCA_964353755.1	Archaea	Asgardarchaeota	Lokiarchaeia	Helarchaeales	HEL-GB-A	CAYGYC01	CAYGYC01 sp964353755	0	88.28	6.29	General	88.32	2.8	149	k__Archaea (UID2)	107	25.0	4130876	87.52295401273327	607	1867815	39.5964870960541	4719763	GB_GCA_964353755.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__CAYGYC01;s__CAYGYC01 sp964353755	not type material	none	f	145	132	38678	43921	8908	1	2741	CAYGYC010000183.1	none	0	none	none	1014	691	0	79.29	JRER01003300.2.2687	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;marine sediment metagenome	7771	8581	f	f	t	10234	11362	Scaffold	ERP119294_co4_332	na	PRJEB82487	SAMEA117370899	607	10234	none	2025-01-14	GCA_964353755.1	derived from metagenome	full	ERP119294_co4_332	none	none	0	none	uncultured archaeon	none	na	none	550	132	11362	6196	4181	2025-01-14	57	115547	none	ERP119294_co4_332	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	2640	4719763	none	none	na	4717123	0	CAYGYC000000000.1	4822	550	31142	1	none	none	none	none	none	none	498	CAYGYC010000010.1	483	701	0	92.961	AB801189.1.1471	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;uncultured archaeon	2640	17	45	1
GB_GCA_048885525.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048885525	0	99.31	3.4	General	87.85	2.34	149	k__Archaea (UID2)	107	0.0	3147199	87.84075564509331	96	1053040	29.39780616386881	3582846	GB_GCA_048885525.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048885525	not type material	none	f	19	17	161226	161226	none	0	none	none	none	0	none	none	none	none	none	none	none	none	37312	41182	f	f	t	58409	66237	Scaffold	ASM4888552v1	na	PRJNA1162170	SAMN43852819	96	58409	none	2025-03-24	GCA_048885525.1	derived from metagenome	full	DZ1M.92	none	none	0	0	Candidatus Hermodarchaeota archaeon	none	na	3	87	17	66237	34377	20987	2025-03-24	9	2799008	2	DZ1M.92	East china normal University	2799008	d__Archaea;p__Candidatus Hermodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hermodarchaeota;x__unclassified Candidatus Hermodarchaeota;s__Candidatus Hermodarchaeota archaeon	810	3582846	11	42	na	3582036	0	JBHLLP000000000.1	3412	87	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	810	17	40	1
GB_GCA_016840095.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp016840095	0	89.17	7.81	General	92.52	1.4	149	k__Archaea (UID2)	107	0.0	3175549	92.1943335400452	165	1144883	33.238890398582285	3444408	GB_GCA_016840095.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp016840095	not type material	none	f	20	20	224937	224937	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20875	20875	f	f	t	46061	46061	Contig	ASM1684009v1	na	PRJNA680430	SAMN16492218	165	46061	China: Rongcheng Nation Swan Nature Reserve	2021-02-09	GCA_016840095.1	derived from metagenome	full	YT1_002	coastal marine sediment	37.350000 N 122.580000 E	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2026747	none	YT1_002	Shenzhen Univeristy	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	3444408	none	none	na	3444408	0	JAEOSZ000000000.1	3371	165	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	20	43	0
GB_GCA_030608385.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp030608385	0	88.83	1.79	General	89.25	0.93	149	k__Archaea (UID2)	107	0.0	2530555	91.248978632229	217	926362	33.403576031229875	2773242	GB_GCA_030608385.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030608385	not type material	none	f	43	43	109655	109655	20675	1	2542	JAUWEG010000034.1	none	0	none	none	2541	4416	0	98.032	MEHH01000225.593.3133	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Heimdallarchaeota archaeon AB_125	12779	12779	f	f	t	18465	18465	Contig	ASM3060838v1	na	PRJNA950938	SAMN34050197	217	18465	none	2023-08-03	GCA_030608385.1	derived from metagenome	full	CSMAG_2184	cold seep	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2026747	none	CSMAG_2184	Third Institute of Oceanography, Ministry of Natural Resources	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2773242	none	none	na	2773242	0	JAUWEG000000000.1	2726	217	42266	1	none	none	none	none	none	none	1477	JAUWEG010000010.1	1411	2579	0	99.646	JQ817511.1.1411	Archaea;Asgardarchaeota;Heimdallarchaeia;Incertae Sedis;Incertae Sedis;AB_125;uncultured archaeon	0	19	44	0
GB_GCA_048886185.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp048886185	0	96.09	4.96	General	95.33	4.67	149	k__Archaea (UID2)	107	0.0	4162236	85.94019999682027	109	1702322	35.17356274886219	4843177	GB_GCA_048886185.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp048886185	not type material	none	f	14	10	316045	316045	none	0	none	none	none	0	none	none	none	none	none	none	none	none	44401	64575	f	f	t	120494	208900	Scaffold	ASM4888618v1	na	PRJNA1162170	SAMN43852802	109	120494	none	2025-03-24	GCA_048886185.1	derived from metagenome	full	DZ1M.253	none	none	0	0	Candidatus Hermodarchaeota archaeon	none	na	0	75	10	208900	88293	36999	2025-03-24	34	2799008	0	DZ1M.253	East china normal University	2799008	d__Archaea;p__Candidatus Hermodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hermodarchaeota;x__unclassified Candidatus Hermodarchaeota;s__Candidatus Hermodarchaeota archaeon	3400	4843177	11	46	na	4839777	0	JBHLKY000000000.1	4159	75	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3400	18	45	0
GB_GCA_016839995.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	Hermodarchaeum sp016839995	0	75.33	1.61	General	83.47	0.0	149	k__Archaea (UID2)	107	0.0	1507913	90.71850433374304	148	751507	45.21188625360895	1662189	GB_GCA_016839995.1	t	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp016839995	not type material	none	f	39	39	60350	60350	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11231	11231	f	f	t	13328	13328	Contig	ASM1683999v1	na	PRJNA680430	SAMN16492222	148	13328	China: Rongcheng Nation Swan Nature Reserve	2021-02-09	GCA_016839995.1	derived from metagenome	full	YT1_028	coastal marine sediment	37.350000 N 122.580000 E	0	none	Candidatus Hermodarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2799008	none	YT1_028	Shenzhen Univeristy	2799008	d__Archaea;p__Candidatus Hermodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hermodarchaeota;x__unclassified Candidatus Hermodarchaeota;s__Candidatus Hermodarchaeota archaeon	0	1662189	none	none	na	1662189	0	JAEOTD000000000.1	1766	148	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	28	0
GB_GCA_041305845.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	Sigyniarchaeaceae	JBGLND01	JBGLND01 sp041305945	0	84.05	4.48	General	87.54	3.49	149	k__Archaea (UID2)	107	14.29	4847327	90.44089152620232	475	2882633	53.783847977009	5359663	GB_GCA_041305945.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__Sigyniarchaeaceae;g__JBGLND01;s__JBGLND01 sp041305945	not type material	none	f	91	91	93050	93050	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11283	11283	f	f	t	16591	16591	Contig	ASM4130584v1	na	PRJNA1007388	SAMN40438308	475	16591	none	2024-08-15	GCA_041305845.1	derived from metagenome	full	PPR_0010	none	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2024-08-15	0	2053489	none	PPR_0010	Colorado State University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	5359663	none	none	na	5359663	0	JBFYKP000000000.1	4828	475	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	39	1
GB_GCA_048940765.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048940765	0	95.31	5.28	General	88.01	3.27	149	k__Archaea (UID2)	107	0.0	3535945	87.45191430172666	283	1177427	29.12194429411945	4043302	GB_GCA_048940765.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048940765	not type material	none	f	50	49	101539	101539	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14286	14440	f	f	t	24997	25137	Scaffold	ASM4894076v1	na	PRJNA1162170	SAMN43852888	283	24997	none	2025-03-25	GCA_048940765.1	derived from metagenome	full	DZ3M.289	none	none	0	0	Promethearchaeota archaeon	none	na	2	280	49	25137	11112	6013	2025-03-25	3	2053489	1	DZ3M.289	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	210	4043302	11	36	na	4043092	0	JBHLOG000000000.1	3957	280	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	210	14	34	0
GB_GCA_038849455.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Jordiarchaeaceae	Jordiarchaeum	Jordiarchaeum sp030587365	9	94.87	8.4	General	95.79	2.34	149	k__Archaea (UID2)	107	0.0	2806872	81.58043654354057	223	1455708	42.32719494972492	3440619	GB_GCA_030587365.2	f	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__Jordiarchaeum;s__Jordiarchaeum sp030587365	not type material	none	f	37	23	149625	222079	200105	3	3889	JAWCMV010000002.1	none	0	none	none	2056	1517	0	80.399	MDVT01000007.654100.657172	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Odinarchaeota archaeon LCB_4	15422	25869	f	f	t	26678	38328	Scaffold	ASM3884945v1	na	PRJNA544494	SAMN36037627	223	26678	none	2024-04-30	GCA_038849455.1	derived from metagenome	full	JZ-2_201705_bins_82	none	none	0	0	Candidatus Jordarchaeaceae archaeon	none	na	4	133	23	38328	18312	12172	2024-04-30	90	3058036	1	JZ-2_201705_bins_82	The University of Texas at Austin	3058036	d__Archaea;p__;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;f__Candidatus Jordarchaeaceae;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;o__Candidatus Jordarchaeales;f__Candidatus Jordarchaeaceae;x__unclassified Candidatus Jordarchaeaceae;s__Candidatus Jordarchaeaceae archaeon	1431	3440619	11	42	na	3439188	0	JAWCMV000000000.1	3377	133	200105	1	none	none	none	none	none	none	1239	JAWCMV010000002.1	1116	2045	0	99.731	KX213895.1.1475	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	1431	17	36	0
GB_GCA_005191415.1	Archaea	Asgardarchaeota	Lokiarchaeia	Helarchaeales	HEL-GB-A	HEL-GB-A	HEL-GB-A sp005191415	0	82.81	3.53	General	82.4	2.8	149	k__Archaea (UID2)	107	0.0	3379135	87.99784896953662	409	1358260	35.532797059975366	3840020	GB_GCA_005191415.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__HEL-GB-A;s__HEL-GB-A sp005191415	not type material	none	f	98	84	52512	52512	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9346	11531	f	f	t	12678	15161	Scaffold	ASM519141v1	na	PRJNA362212	SAMN09406154	409	12678	Mexico: Guaymas Basin; Gulf of California	2019-05-06	GCA_005191415.1	derived from metagenome	full	Hel_GB_A	deep-sea hydrothermal vent sediments from dive 4569_2 depth 12-15 cm	29.52416667 N 113.57000000 W	0	none	Candidatus Helarchaeota ASGARD archaeon Hel_GB_A	none	na	none	333	84	15161	9079	5714	2019-05-06	76	2218536	none	Hel_GB_A	The University of Texas at Austin	2218536	d__Archaea;p__Candidatus Helarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Helarchaeota;s__Candidatus Helarchaeota ASGARD archaeon Hel_GB_A	17467	3840020	none	none	na	3822553	0	SUPS00000000.1	3763	333	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	17467	20	39	1
GB_GCA_018238345.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp018238625	0	92.2	4.34	General	86.92	3.74	149	k__Archaea (UID2)	107	0.0	3093411	87.98522681699627	288	1134000	32.25411922647	3515830	GB_GCA_018238625.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	not type material	none	f	69	69	48552	48552	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12207	12207	f	f	t	16101	16101	Contig	ASM1823834v1	na	PRJNA628571	SAMN14734422	288	16101	China: Haima cold seep	2021-05-03	GCA_018238345.1	derived from metagenome	full	HM5_B45	cold seep	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-05-03	0	2053489	none	HM5_B45	Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	3515830	none	none	na	3515830	0	JABCTN000000000.1	3551	288	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	14	37	0
GB_GCA_019057915.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp019057865	0	77.26	2.58	General	73.7	2.72	149	k__Archaea (UID2)	107	0.0	2224537	86.42563206798005	480	742011	28.82791775384897	2573932	GB_GCA_019057865.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	not type material	none	f	143	143	25628	25628	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5362	5362	f	f	t	6077	6077	Contig	ASM1905791v1	na	PRJNA678552	SAMN19663746	480	6077	New Zealand: Hikurangi Subduction Margin	2021-06-29	GCA_019057915.1	derived from metagenome	full	8H4_10	sediment collected in IODP Expedition 375 from site U1519E; depth 61.01 mbsf	38.72 S 178.61 E	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2053489	none	8H4_10	The University of Queensland	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	2573932	none	none	na	2573932	0	JAHLWM000000000.1	2952	480	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	26	0
GB_GCA_030607575.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp030607575	0	87.6	1.71	General	88.32	0.93	149	k__Archaea (UID2)	107	0.0	2272104	91.0807121768777	185	832375	33.36700599894573	2494605	GB_GCA_030607575.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030607575	not type material	none	f	42	42	68277	68277	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13484	13484	f	f	t	18144	18144	Contig	ASM3060757v1	na	PRJNA950938	SAMN34050519	185	18144	none	2023-08-03	GCA_030607575.1	derived from metagenome	full	CSMAG_2326	cold seep	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2026747	none	CSMAG_2326	Third Institute of Oceanography, Ministry of Natural Resources	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2494605	none	none	na	2494605	0	JAUWJS000000000.1	2498	185	15637	1	none	none	none	none	none	none	654	JAUWJS010000056.1	637	1127	0	98.587	JQ817511.1.1411	Archaea;Asgardarchaeota;Heimdallarchaeia;Incertae Sedis;Incertae Sedis;AB_125;uncultured archaeon	0	17	40	0
GB_GCA_048938225.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048885525	0	98.86	5.89	General	89.72	4.21	149	k__Archaea (UID2)	107	16.67	3338476	87.92434633039302	106	1117549	29.438723645594912	3796987	GB_GCA_048885525.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048885525	not type material	none	f	18	17	262489	262489	none	0	none	none	none	0	none	none	none	none	none	none	none	none	35813	38744	f	f	t	53632	54481	Scaffold	ASM4893822v1	na	PRJNA1162170	SAMN43852840	106	53632	none	2025-03-25	GCA_048938225.1	derived from metagenome	full	DZ2M.292	none	none	0	0	Promethearchaeota archaeon	none	na	2	98	17	54481	35826	17305	2025-03-25	8	2053489	2	DZ2M.292	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	800	3796987	11	41	na	3796187	0	JBHLMK000000000.1	3609	98	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	800	17	39	1
GB_GCA_029856025.1	Archaea	Asgardarchaeota	Njordarchaeia	Njordarchaeales	Njordarchaeaceae	Njordarchaeum	Njordarchaeum sp026993975	0	81.68	3.88	General	82.02	2.8	149	k__Archaea (UID2)	107	0.0	2081890	90.23835540793402	403	833530	36.12889075944226	2307101	GB_GCA_026993975.1	f	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum sp026993975	not type material	none	f	96	96	65958	65958	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5724	5724	f	f	t	7470	7470	Contig	ASM2985602v1	na	PRJNA495050	SAMN18747747	403	7470	Pacific Ocean: Lau Basin; Mariner vent site	2023-04-24	GCA_029856025.1	derived from metagenome	full	TNS08_bin003	hydrothermal vent deposit Mariner 2	22.1802 S 176.6012 W	0	none	Candidatus Njordarchaeota archaeon	none	na	none	none	none	none	none	none	2023-04-24	0	3036966	none	TNS08_bin003	Portland State University	3036966	d__Archaea;p__Candidatus Njordarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Njordarchaeota;x__unclassified Candidatus Njordarchaeota;s__Candidatus Njordarchaeota archaeon	0	2307101	none	none	na	2307101	0	JAGSHQ000000000.1	2540	403	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	20	51	0
GB_GCA_048939215.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	Hermodarchaeum sp048939625	0	86.52	3.06	General	90.19	0.31	149	k__Archaea (UID2)	107	100.0	2074681	89.17441027309617	228	1035399	44.52863636187702	2326543	GB_GCA_048939625.1	f	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp048939625	not type material	none	f	45	41	105580	105580	none	0	none	none	4756	1	109	JBHLPS010000160.1	none	none	none	none	none	none	10198	10821	f	f	t	14315	15891	Scaffold	ASM4893921v1	na	PRJNA1162170	SAMN43852926	228	14315	none	2025-03-25	GCA_048939215.1	derived from metagenome	full	H2S.136	none	none	0	0	Promethearchaeota archaeon	none	na	3	215	41	15891	7637	4974	2025-03-25	13	2053489	1	H2S.136	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	1300	2326543	11	36	na	2325243	0	JBHLPS000000000.1	2421	215	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1300	18	35	0
GB_GCA_030611625.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	Promethearchaeaceae	Promethearchaeum	Promethearchaeum sp030611625	0	74.61	3.37	General	71.65	4.21	149	k__Archaea (UID2)	107	20.0	2720730	89.12632789622975	365	940207	30.79952710203897	3052667	GB_GCA_030611625.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__Promethearchaeaceae;g__Promethearchaeum;s__Promethearchaeum sp030611625	not type material	none	f	113	113	28071	28071	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8363	8363	f	f	t	9446	9446	Contig	ASM3061162v1	na	PRJNA950938	SAMN34050667	365	9446	none	2023-08-03	GCA_030611625.1	derived from metagenome	full	CSMAG_2474	cold seep	none	0	none	Promethearchaeum sp.	none	na	none	none	none	none	none	none	2023-08-03	0	3061966	none	CSMAG_2474	Third Institute of Oceanography, Ministry of Natural Resources	3061966	d__Archaea;p__Promethearchaeota;c__Promethearchaeia;o__Promethearchaeales;f__Promethearchaeaceae;g__Promethearchaeum;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;c__Promethearchaeia;o__Promethearchaeales;f__Promethearchaeaceae;g__Promethearchaeum;x__unclassified Promethearchaeum;s__Promethearchaeum sp.	0	3052667	none	none	na	3052667	0	JAUWPK000000000.1	3135	365	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	27	0
